Date,Time,CO(GT),NMHC(GT),C6H6(GT),NOx(GT),NO2(GT),T,RH,AH,precipitation (mm),cloud_cover (%),wind_speed_10m (km/h),terrestrial_radiation (W/m²),pressure_msl (hPa),soil_temperature_0_to_7cm (°C),I_CO,I_NMHC,I_C6H6,I_NOx,I_NO2,AQI,datetime
09/11/2004,04.00.00,0.0,0.0,1.4,0.0,0.0,4.4,71.4,0.6024,0.0,33,8.4,0.0,1007.3,8.3,0.0,0.0,35.0,0.0,0.0,35.0,2004-11-09 04:00:00
09/11/2004,05.00.00,0.0,0.0,1.9,0.0,0.0,4.1,73.1,0.6074,0.0,37,7.9,0.0,1007.4,8.0,0.0,0.0,47.5,0.0,0.0,47.5,2004-11-09 05:00:00
09/11/2004,06.00.00,0.0,0.0,3.2,0.0,0.0,3.2,76.8,0.5963,0.0,29,6.1,0.0,1007.4,7.5,0.0,0.0,70.6,0.0,0.0,70.6,2004-11-09 06:00:00
09/11/2004,07.00.00,0.0,0.0,7.4,0.0,0.0,3.7,76.2,0.6137,0.0,22,7.9,132.0,1007.8,7.9,0.0,0.0,124.52000000000001,0.0,0.0,124.52000000000001,2004-11-09 07:00:00
09/11/2004,08.00.00,0.0,0.0,22.4,0.0,0.0,4.9,70.7,0.6193,0.0,54,6.3,352.1,1008.1,9.6,0.0,0.0,191.50666666666666,0.0,0.0,191.50666666666666,2004-11-09 08:00:00
09/11/2004,09.00.00,0.0,0.0,22.8,0.0,0.0,7.1,62.0,0.6265,0.0,95,7.2,529.6,1007.8,11.2,0.0,0.0,192.81333333333333,0.0,0.0,192.81333333333333,2004-11-09 09:00:00
09/11/2004,10.00.00,0.0,0.0,18.5,0.0,0.0,8.1,59.1,0.6397,0.0,100,9.5,652.4,1007.6,12.2,0.0,0.0,178.76666666666665,0.0,0.0,178.76666666666665,2004-11-09 10:00:00
09/11/2004,11.00.00,0.0,0.0,20.4,0.0,0.0,11.1,48.8,0.643,0.0,96,12.8,712.3,1007.1,12.5,0.0,0.0,184.97333333333333,0.0,0.0,184.97333333333333,2004-11-09 11:00:00
09/11/2004,12.00.00,0.0,0.0,10.6,0.0,0.0,11.3,46.5,0.6194,0.3,95,17.4,704.9,1006.2,12.5,0.0,0.0,152.96,0.0,0.0,152.96,2004-11-09 12:00:00
09/11/2004,13.00.00,0.0,0.0,11.8,0.0,0.0,12.5,42.3,0.6104,0.1,90,17.1,631.0,1005.7,12.2,0.0,0.0,156.88,0.0,0.0,156.88,2004-11-09 13:00:00
09/11/2004,14.00.00,0.0,0.0,14.8,0.0,0.0,12.5,42.8,0.6177,0.3,100,17.2,495.5,1005.2,11.7,0.0,0.0,166.68,0.0,0.0,166.68,2004-11-09 14:00:00
09/11/2004,15.00.00,2.1,0.0,13.1,0.0,0.0,12.6,42.4,0.6159,0.3,99,17.6,307.6,1004.9,11.3,21.0,0.0,161.12666666666667,0.0,0.0,161.12666666666667,2004-11-09 15:00:00
09/11/2004,16.00.00,1.5,0.0,7.5,0.0,0.0,13.8,40.7,0.6405,0.8,97,16.8,91.2,1004.6,10.8,15.0,0.0,125.5,0.0,0.0,125.5,2004-11-09 16:00:00
09/11/2004,17.00.00,1.6,0.0,8.1,0.0,0.0,11.0,58.8,0.7705,0.5,95,16.9,0.0,1004.5,10.3,16.0,0.0,131.38,0.0,0.0,131.38,2004-11-09 17:00:00
09/11/2004,18.00.00,3.5,0.0,16.9,0.0,0.0,8.3,76.5,0.8426,0.4,96,18.0,0.0,1004.0,10.1,35.0,0.0,173.54,0.0,0.0,173.54,2004-11-09 18:00:00
09/11/2004,19.00.00,4.6,0.0,19.9,0.0,0.0,8.6,75.5,0.8469,0.4,94,16.8,0.0,1003.6,10.1,46.0,0.0,183.34,0.0,0.0,183.34,2004-11-09 19:00:00
09/11/2004,20.00.00,4.7,0.0,16.5,0.0,0.0,8.8,76.6,0.8678,0.3,94,16.8,0.0,1003.2,10.1,47.0,0.0,172.23333333333335,0.0,0.0,172.23333333333335,2004-11-09 20:00:00
09/11/2004,21.00.00,3.0,0.0,9.6,0.0,0.0,8.0,81.0,0.8714,0.3,100,16.6,0.0,1002.8,10.1,30.0,0.0,146.07999999999998,0.0,0.0,146.07999999999998,2004-11-09 21:00:00
09/11/2004,22.00.00,1.5,0.0,5.3,0.0,0.0,7.3,85.7,0.8818,0.4,99,13.0,0.0,1002.1,10.1,15.0,0.0,103.94,0.0,0.0,103.94,2004-11-09 22:00:00
09/11/2004,23.00.00,0.9,0.0,3.5,0.0,0.0,6.5,85.6,0.8353,0.6,100,14.0,0.0,1001.8,10.1,9.0,0.0,75.5,0.0,0.0,75.5,2004-11-09 23:00:00
10/11/2004,00.00.00,0.8,0.0,2.5,0.0,0.0,6.5,83.5,0.8116,0.9,100,14.0,0.0,1001.3,10.2,8.0,0.0,59.166666666666664,0.0,0.0,59.166666666666664,2004-11-10 00:00:00
10/11/2004,01.00.00,0.7,0.0,2.5,0.0,0.0,6.9,82.3,0.8244,1.2,100,12.0,0.0,1000.8,10.3,7.0,0.0,59.166666666666664,0.0,0.0,59.166666666666664,2004-11-10 01:00:00
10/11/2004,02.00.00,0.6,0.0,2.2,0.0,0.0,7.3,78.1,0.8041,1.2,100,10.2,0.0,1000.6,10.4,6.0,0.0,54.266666666666666,0.0,0.0,54.266666666666666,2004-11-10 02:00:00
10/11/2004,03.00.00,0.3,0.0,0.8,0.0,0.0,7.9,68.0,0.7265,1.2,97,11.8,0.0,999.9,10.6,3.0,0.0,20.0,0.0,0.0,20.0,2004-11-10 03:00:00
10/11/2004,04.00.00,0.2,0.0,0.5,60.16,29.0,8.0,64.5,0.695,1.0,90,13.1,0.0,999.7,10.7,2.0,0.0,12.5,30.08,14.5,30.08,2004-11-10 04:00:00
10/11/2004,05.00.00,0.2,0.0,0.5,54.519999999999996,26.0,8.1,68.6,0.7409,1.4,100,11.1,0.0,999.5,10.6,2.0,0.0,12.5,27.259999999999998,13.0,27.259999999999998,2004-11-10 05:00:00
10/11/2004,06.00.00,0.3,0.0,0.9,90.24,39.0,6.3,84.8,0.8148,2.6,100,11.5,0.0,999.3,10.5,3.0,0.0,22.5,45.12,19.5,45.12,2004-11-10 06:00:00
10/11/2004,07.00.00,0.5,0.0,1.6,212.44,72.0,6.7,79.8,0.7872,3.6,95,14.3,126.8,1000.1,10.8,5.0,0.0,40.0,103.44899795501023,36.0,103.44899795501023,2004-11-10 07:00:00
10/11/2004,08.00.00,1.4,0.0,5.8,501.96,128.0,7.1,77.9,0.7914,2.6,57,14.1,346.7,1000.3,10.9,14.0,0.0,108.84,132.4602044989775,66.5909090909091,132.4602044989775,2004-11-10 08:00:00
10/11/2004,09.00.00,2.0,0.0,9.5,624.16,149.0,7.9,73.5,0.7883,0.1,32,15.1,524.1,1000.5,11.4,20.0,0.0,145.1,144.70519427402863,78.2840909090909,145.1,2004-11-10 09:00:00
10/11/2004,10.00.00,1.6,0.0,6.7,665.52,165.0,6.9,86.0,0.8632,0.0,39,14.5,646.9,1000.5,12.2,16.0,0.0,117.66,148.84965235173823,87.19318181818181,148.84965235173823,2004-11-10 10:00:00
10/11/2004,11.00.00,1.3,0.0,4.4,594.0799999999999,150.0,6.8,87.1,0.8652,0.1,59,19.1,706.7,1000.5,13.3,13.0,0.0,90.2,141.69104294478527,78.8409090909091,141.69104294478527,2004-11-10 11:00:00
10/11/2004,12.00.00,1.4,0.0,6.8,742.5999999999999,165.0,8.0,81.6,0.8755,0.0,64,21.0,699.5,1000.1,13.6,14.0,0.0,118.64,156.90882352941176,87.19318181818181,156.90882352941176,2004-11-10 12:00:00
10/11/2004,13.00.00,1.9,0.0,7.8,735.0799999999999,175.0,9.5,70.0,0.8296,0.0,65,18.1,625.8,1000.1,13.4,19.0,0.0,128.44,156.23147058823528,92.76136363636363,156.23147058823528,2004-11-10 13:00:00
10/11/2004,14.00.00,2.7,0.0,10.8,859.16,145.0,10.5,62.2,0.7923,0.4,78,14.8,490.5,1000.6,13.2,27.0,0.0,153.61333333333334,167.40779411764706,76.05681818181819,167.40779411764706,2004-11-10 14:00:00
10/11/2004,15.00.00,2.1,0.0,9.8,842.24,98.0,11.4,59.1,0.7963,0.1,74,10.2,302.9,1001.3,12.8,21.0,0.0,148.04000000000002,165.88375,49.0,165.88375,2004-11-10 15:00:00
10/11/2004,16.00.00,2.4,0.0,11.3,1020.8399999999999,105.0,11.1,58.6,0.7737,0.1,61,5.5,88.8,1002.0,12.4,24.0,0.0,155.24666666666667,181.97088235294117,53.78409090909091,181.97088235294117,2004-11-10 16:00:00
10/11/2004,17.00.00,2.7,0.0,12.3,1079.12,106.0,10.8,57.6,0.7473,0.1,55,4.7,0.0,1002.6,11.8,27.0,0.0,158.51333333333332,187.22036764705882,54.34090909090909,187.22036764705882,2004-11-10 17:00:00
10/11/2004,18.00.00,2.5,0.0,12.6,817.8,141.0,10.6,56.9,0.7281,0.2,56,5.1,0.0,1003.4,11.2,25.0,0.0,159.49333333333334,163.68235294117648,73.82954545454545,163.68235294117648,2004-11-10 18:00:00
10/11/2004,19.00.00,3.7,0.0,17.0,947.52,177.0,10.6,59.3,0.7588,0.6,44,5.7,0.0,1003.7,11.2,37.0,0.0,173.86666666666667,175.3666911764706,93.875,175.3666911764706,2004-11-10 19:00:00
10/11/2004,20.00.00,4.6,0.0,21.4,1101.6799999999998,182.0,10.0,71.5,0.8768,0.3,54,5.6,0.0,1004.4,10.6,46.0,0.0,188.24,189.2524264705882,96.6590909090909,189.2524264705882,2004-11-10 20:00:00
10/11/2004,21.00.00,3.9,0.0,15.3,1090.3999999999999,193.0,10.3,71.1,0.8878,0.1,67,5.5,0.0,1005.2,10.6,39.0,0.0,168.31333333333333,188.2363970588235,101.50102249488752,188.2363970588235,2004-11-10 21:00:00
10/11/2004,22.00.00,2.2,0.0,9.9,650.48,148.0,10.5,70.3,0.893,0.0,69,6.9,0.0,1005.6,10.7,22.0,0.0,149.02,147.34257668711655,77.72727272727272,149.02,2004-11-10 22:00:00
10/11/2004,23.00.00,2.7,0.0,13.4,998.28,167.0,10.2,71.3,0.8859,0.0,70,6.5,0.0,1005.8,10.7,27.0,0.0,162.10666666666665,179.93882352941176,88.30681818181819,179.93882352941176,2004-11-10 23:00:00
11/11/2004,00.00.00,2.6,0.0,11.2,896.76,158.0,9.7,73.1,0.8787,0.0,79,7.0,0.0,1005.6,10.6,26.0,0.0,154.92,170.7945588235294,83.29545454545453,170.7945588235294,2004-11-11 00:00:00
11/11/2004,01.00.00,2.1,0.0,9.4,646.7199999999999,132.0,9.3,73.5,0.8651,0.0,89,6.7,0.0,1005.6,10.5,21.0,0.0,144.12,146.96580777096113,68.81818181818181,146.96580777096113,2004-11-11 01:00:00
11/11/2004,02.00.00,1.4,0.0,6.6,411.71999999999997,97.0,9.2,73.9,0.8616,0.9,100,7.8,0.0,1005.5,10.6,14.0,0.0,116.67999999999999,123.41775051124745,48.5,123.41775051124745,2004-11-11 02:00:00
11/11/2004,03.00.00,1.2,0.0,5.5,0.0,0.0,8.1,78.1,0.8452,0.4,100,7.8,0.0,1005.4,10.6,12.0,0.0,105.9,0.0,0.0,105.9,2004-11-11 03:00:00
11/11/2004,04.00.00,1.1,0.0,5.4,327.12,74.0,7.6,81.2,0.8483,0.6,100,7.8,0.0,1005.5,10.6,11.0,0.0,104.92,114.94044989775051,37.0,114.94044989775051,2004-11-11 04:00:00
11/11/2004,05.00.00,1.1,0.0,5.3,310.2,68.0,7.5,81.5,0.8495,0.5,100,6.5,0.0,1005.9,10.5,11.0,0.0,103.94,113.24498977505112,34.0,113.24498977505112,2004-11-11 05:00:00
11/11/2004,06.00.00,1.1,0.0,6.1,470.0,89.0,8.3,77.2,0.8464,0.8,100,6.0,0.0,1006.3,10.5,11.0,0.0,111.78,129.25766871165644,44.5,129.25766871165644,2004-11-11 06:00:00
11/11/2004,07.00.00,1.5,0.0,8.1,729.4399999999999,117.0,8.9,75.6,0.8667,1.0,98,7.2,121.6,1006.5,10.8,15.0,0.0,131.38,155.72345588235294,60.46590909090909,155.72345588235294,2004-11-11 07:00:00
11/11/2004,08.00.00,3.1,0.0,17.3,1425.04,190.0,9.2,81.7,0.9506,0.6,97,6.6,341.3,1007.1,11.2,31.0,0.0,174.84666666666666,218.87607079646017,101.20040899795501,218.87607079646017,2004-11-11 08:00:00
11/11/2004,09.00.00,6.8,0.0,32.3,2344.3599999999997,211.0,9.9,83.4,1.0194,2.0,98,5.2,518.6,1007.3,12.3,68.64,0.0,273.27,299.41826548672566,103.30470347648262,299.41826548672566,2004-11-11 09:00:00
11/11/2004,10.00.00,5.4,0.0,24.1,2086.7999999999997,190.0,10.2,82.3,1.0253,0.2,99,8.9,641.4,1007.7,12.5,54.92,0.0,197.06,276.85327433628316,101.20040899795501,276.85327433628316,2004-11-11 10:00:00
11/11/2004,11.00.00,4.5,0.0,21.0,2152.6,194.0,11.2,80.7,1.0688,0.8,100,10.4,701.3,1008.1,12.5,45.0,0.0,186.93333333333334,282.6180530973451,101.60122699386503,282.6180530973451,2004-11-11 11:00:00
11/11/2004,12.00.00,3.0,0.0,12.7,1353.6,210.0,11.8,76.1,1.0516,0.4,100,10.4,694.3,1007.8,12.8,30.0,0.0,159.82,212.6171681415929,103.20449897750511,212.6171681415929,2004-11-11 12:00:00
11/11/2004,13.00.00,2.8,0.0,13.6,1047.1599999999999,199.0,12.5,71.3,1.0285,0.6,99,9.6,620.7,1007.3,13.1,28.0,0.0,162.76,184.3416176470588,102.10224948875256,184.3416176470588,2004-11-11 13:00:00
11/11/2004,14.00.00,3.9,0.0,18.0,1274.6399999999999,178.0,13.2,68.4,1.0346,1.5,99,7.7,485.7,1007.4,13.2,39.0,0.0,177.13333333333333,205.69943362831856,94.43181818181819,205.69943362831856,2004-11-11 14:00:00
11/11/2004,15.00.00,3.4,0.0,14.3,1238.9199999999998,184.0,12.5,73.2,1.0563,1.9,98,6.3,298.3,1007.2,13.0,34.0,0.0,165.04666666666668,202.56998230088493,97.77272727272727,202.56998230088493,2004-11-11 15:00:00
11/11/2004,16.00.00,3.2,0.0,13.7,1037.76,186.0,12.2,75.7,1.0693,1.9,96,5.5,86.6,1007.6,12.7,32.0,0.0,163.08666666666667,183.49492647058824,98.88636363636363,183.49492647058824,2004-11-11 16:00:00
11/11/2004,17.00.00,2.8,0.0,11.2,742.5999999999999,168.0,11.5,78.1,1.0565,0.9,91,6.3,0.0,1008.1,12.5,28.0,0.0,154.92,156.90882352941176,88.86363636363636,156.90882352941176,2004-11-11 17:00:00
11/11/2004,18.00.00,3.9,0.0,16.5,1077.24,187.0,11.6,76.0,1.0354,1.1,85,6.8,0.0,1008.7,12.4,39.0,0.0,172.23333333333335,187.05102941176472,99.44318181818181,187.05102941176472,2004-11-11 18:00:00
11/11/2004,19.00.00,3.5,0.0,16.1,870.4399999999999,166.0,12.0,73.3,1.0264,0.0,86,7.0,0.0,1009.3,12.2,35.0,0.0,170.92666666666668,168.42382352941175,87.75,170.92666666666668,2004-11-11 19:00:00
11/11/2004,20.00.00,4.7,0.0,20.6,1067.84,177.0,12.9,68.8,1.0175,0.0,91,7.2,0.0,1009.8,11.7,47.0,0.0,185.62666666666667,186.2043382352941,93.875,186.2043382352941,2004-11-11 20:00:00
11/11/2004,21.00.00,4.6,0.0,16.8,1327.28,207.0,13.1,69.6,1.0464,0.0,88,8.1,0.0,1010.4,11.6,46.0,0.0,173.21333333333334,210.31125663716813,102.9038854805726,210.31125663716813,2004-11-11 21:00:00
11/11/2004,22.00.00,1.2,0.0,4.8,362.84,114.0,12.3,73.4,1.049,0.0,73,8.3,0.0,1010.7,11.4,12.0,0.0,96.73333333333332,118.51975460122699,58.79545454545455,118.51975460122699,2004-11-11 22:00:00
11/11/2004,23.00.00,1.1,0.0,4.0,283.88,84.0,12.7,71.0,1.0387,0.0,78,8.0,0.0,1011.0,11.2,11.0,0.0,83.66666666666666,110.60760736196319,42.0,110.60760736196319,2004-11-11 23:00:00
12/11/2004,00.00.00,1.2,0.0,4.5,313.96,92.0,12.9,69.9,1.0371,0.0,94,8.5,0.0,1011.0,10.9,12.0,0.0,91.83333333333333,113.62175869120654,46.0,113.62175869120654,2004-11-12 00:00:00
12/11/2004,01.00.00,1.6,0.0,5.4,449.32,111.0,12.9,70.5,1.0442,0.0,89,8.2,0.0,1011.1,10.8,16.0,0.0,104.92,127.18543967280164,57.125,127.18543967280164,2004-11-12 01:00:00
12/11/2004,02.00.00,0.7,0.0,2.4,191.76,71.0,13.1,67.7,1.0198,0.0,89,8.4,0.0,1011.3,10.6,7.0,0.0,57.53333333333333,101.37676891615541,35.5,101.37676891615541,2004-11-12 02:00:00
12/11/2004,03.00.00,0.4,0.0,1.2,0.0,0.0,13.1,67.6,1.0127,0.0,86,9.2,0.0,1010.7,10.5,4.0,0.0,30.0,0.0,0.0,30.0,2004-11-12 03:00:00
12/11/2004,04.00.00,0.0,0.0,1.6,103.39999999999999,43.0,13.8,64.0,1.0042,0.0,72,8.7,0.0,1010.8,10.4,0.0,0.0,40.0,52.893181818181816,21.5,52.893181818181816,2004-11-12 04:00:00
12/11/2004,05.00.00,0.6,0.0,1.7,133.48,50.0,13.7,64.4,1.0036,0.0,81,8.1,0.0,1011.0,10.3,6.0,0.0,42.5,69.64227272727271,25.0,69.64227272727271,2004-11-12 05:00:00
12/11/2004,06.00.00,0.5,0.0,1.7,148.51999999999998,53.0,13.9,63.8,1.0079,0.0,85,7.9,0.0,1011.8,10.2,5.0,0.0,42.5,78.01681818181817,26.5,78.01681818181817,2004-11-12 06:00:00
12/11/2004,07.00.00,0.6,0.0,2.3,219.95999999999998,67.0,14.1,64.5,1.0287,0.0,82,9.2,116.5,1012.4,10.6,6.0,0.0,55.9,104.20253578732107,33.5,104.20253578732107,2004-11-12 07:00:00
12/11/2004,08.00.00,1.4,0.0,5.7,500.08,113.0,14.0,66.1,1.0488,0.0,58,8.4,336.0,1013.0,11.8,14.0,0.0,107.86,132.2718200408998,58.23863636363636,132.2718200408998,2004-11-12 08:00:00
12/11/2004,09.00.00,2.0,0.0,7.9,639.1999999999999,140.0,14.2,66.4,1.0673,0.0,75,7.1,513.2,1013.2,13.1,20.0,0.0,129.42000000000002,146.2122699386503,73.27272727272727,146.2122699386503,2004-11-12 09:00:00
12/11/2004,10.00.00,1.6,0.0,6.4,483.15999999999997,116.0,14.9,62.5,1.0529,0.0,88,7.2,636.0,1013.3,14.4,16.0,0.0,114.72,130.5763599182004,59.90909090909091,130.5763599182004,2004-11-12 10:00:00
12/11/2004,11.00.00,1.6,0.0,6.9,584.68,122.0,16.3,58.4,1.0729,0.0,99,7.2,696.0,1013.4,15.3,16.0,0.0,119.62,140.74912065439673,63.25,140.74912065439673,2004-11-12 11:00:00
12/11/2004,12.00.00,1.7,0.0,6.7,524.52,116.0,16.9,56.5,1.0801,0.0,94,7.9,689.1,1012.6,15.9,17.0,0.0,117.66,134.72081799591,59.90909090909091,134.72081799591,2004-11-12 12:00:00
12/11/2004,13.00.00,2.0,0.0,8.7,501.96,118.0,17.4,55.8,1.098,0.0,79,8.4,615.8,1012.2,16.4,20.0,0.0,137.26,132.4602044989775,61.02272727272727,137.26,2004-11-12 13:00:00
12/11/2004,14.00.00,2.3,0.0,9.9,582.8,125.0,17.4,57.3,1.1328,0.0,81,8.5,481.0,1011.8,16.3,23.0,0.0,149.02,140.560736196319,64.92045454545455,149.02,2004-11-12 14:00:00
12/11/2004,15.00.00,2.4,0.0,11.4,661.76,126.0,17.7,55.5,1.1127,0.0,98,7.6,293.9,1011.2,15.9,24.0,0.0,155.57333333333332,148.47288343558282,65.47727272727272,155.57333333333332,2004-11-12 15:00:00
12/11/2004,16.00.00,2.2,0.0,9.8,633.56,135.0,16.8,58.9,1.1199,0.0,100,8.8,84.4,1011.0,14.9,22.0,0.0,148.04000000000002,145.64711656441716,70.48863636363636,148.04000000000002,2004-11-12 16:00:00
12/11/2004,17.00.00,2.6,0.0,12.9,673.04,140.0,17.0,57.5,1.1071,0.0,94,10.8,0.0,1010.5,14.2,26.0,0.0,160.47333333333333,149.60319018404908,73.27272727272727,160.47333333333333,2004-11-12 17:00:00
12/11/2004,18.00.00,4.0,0.0,16.6,1028.36,163.0,16.2,60.2,1.1003,0.0,100,10.6,0.0,1010.4,13.8,40.0,0.0,172.56,182.64823529411763,86.07954545454545,182.64823529411763,2004-11-12 18:00:00
12/11/2004,19.00.00,5.2,0.0,20.8,1128.0,178.0,16.7,58.0,1.0916,0.0,100,7.9,0.0,1010.7,13.6,52.96,0.0,186.28,191.62316176470588,94.43181818181819,191.62316176470588,2004-11-12 19:00:00
12/11/2004,20.00.00,3.9,0.0,18.8,883.5999999999999,160.0,16.5,58.8,1.0921,0.0,100,6.6,0.0,1010.6,13.5,39.0,0.0,179.74666666666667,169.60919117647057,84.4090909090909,179.74666666666667,2004-11-12 20:00:00
12/11/2004,21.00.00,3.8,0.0,12.6,981.3599999999999,166.0,15.8,61.1,1.0856,0.0,100,8.7,0.0,1010.3,13.2,38.0,0.0,159.49333333333334,178.4147794117647,87.75,178.4147794117647,2004-11-12 21:00:00
12/11/2004,22.00.00,1.6,0.0,5.9,391.03999999999996,115.0,15.7,60.8,1.0769,0.0,96,9.4,0.0,1009.6,13.0,16.0,0.0,109.82000000000001,121.34552147239263,59.35227272727273,121.34552147239263,2004-11-12 22:00:00
12/11/2004,23.00.00,1.5,0.0,6.1,385.4,107.0,15.9,59.6,1.0673,0.0,90,9.4,0.0,1009.3,12.9,15.0,0.0,111.78,120.7803680981595,54.89772727272727,120.7803680981595,2004-11-12 23:00:00
13/11/2004,00.00.00,1.6,0.0,5.0,407.96,108.0,15.6,60.0,1.0594,0.5,70,7.4,0.0,1008.5,13.0,16.0,0.0,100.0,123.04098159509202,55.45454545454545,123.04098159509202,2004-11-13 00:00:00
13/11/2004,01.00.00,1.5,0.0,4.9,406.08,111.0,15.6,60.1,1.0557,0.9,73,6.4,0.0,1008.6,13.0,15.0,0.0,98.36666666666667,122.85259713701431,57.125,122.85259713701431,2004-11-13 01:00:00
13/11/2004,02.00.00,1.0,0.0,2.7,219.95999999999998,75.0,15.7,59.5,1.0534,0.5,77,5.9,0.0,1008.3,13.0,10.0,0.0,62.43333333333334,104.20253578732107,37.5,104.20253578732107,2004-11-13 02:00:00
13/11/2004,03.00.00,0.8,0.0,2.7,0.0,0.0,15.7,60.1,1.064,0.0,81,5.7,0.0,1008.3,12.8,8.0,0.0,62.43333333333334,0.0,0.0,62.43333333333334,2004-11-13 03:00:00
13/11/2004,04.00.00,1.3,0.0,5.0,327.12,88.0,15.6,61.7,1.0847,0.0,72,7.9,0.0,1007.8,12.7,13.0,0.0,100.0,114.94044989775051,44.0,114.94044989775051,2004-11-13 04:00:00
13/11/2004,05.00.00,1.0,0.0,3.7,208.67999999999998,71.0,15.8,59.9,1.0693,0.0,70,8.5,0.0,1007.3,12.8,10.0,0.0,78.76666666666667,103.0722290388548,35.5,103.0722290388548,2004-11-13 05:00:00
13/11/2004,06.00.00,1.0,0.0,3.8,276.35999999999996,75.0,15.2,61.8,1.0602,0.0,65,5.7,0.0,1007.1,12.8,10.0,0.0,80.39999999999999,109.85406952965235,37.5,109.85406952965235,2004-11-13 06:00:00
13/11/2004,07.00.00,0.9,0.0,3.3,263.2,86.0,16.1,55.4,1.0089,0.0,92,7.4,111.4,1007.3,12.9,9.0,0.0,72.23333333333332,108.53537832310839,43.0,108.53537832310839,2004-11-13 07:00:00
13/11/2004,08.00.00,2.1,0.0,9.7,791.4799999999999,124.0,14.9,64.1,1.0773,0.0,95,7.7,330.8,1007.2,13.6,21.0,0.0,147.06,161.31161764705882,64.36363636363636,161.31161764705882,2004-11-13 08:00:00
13/11/2004,09.00.00,2.1,0.0,10.7,658.0,128.0,15.6,62.0,1.0904,0.0,100,7.2,507.9,1006.7,14.4,21.0,0.0,153.28666666666666,148.0961145194274,66.5909090909091,153.28666666666666,2004-11-13 09:00:00
13/11/2004,10.00.00,3.1,0.0,14.7,1034.0,164.0,17.9,54.6,1.11,0.0,100,5.7,630.7,1006.1,15.6,31.0,0.0,166.35333333333332,183.15625,86.63636363636363,183.15625,2004-11-13 10:00:00
13/11/2004,11.00.00,3.8,0.0,17.6,1107.32,199.0,21.1,44.5,1.0964,0.0,100,3.2,690.8,1005.6,17.0,38.0,0.0,175.82666666666668,189.76044117647058,102.10224948875256,189.76044117647058,2004-11-13 11:00:00
13/11/2004,12.00.00,3.7,0.0,17.5,1009.56,192.0,20.3,46.7,1.0971,0.0,100,3.1,684.1,1005.1,17.8,37.0,0.0,175.5,180.95485294117645,101.40081799591002,180.95485294117645,2004-11-13 12:00:00
13/11/2004,13.00.00,3.6,0.0,14.1,889.2399999999999,166.0,21.5,42.7,1.0837,0.0,100,2.9,611.0,1004.6,18.0,36.0,0.0,164.39333333333335,170.11720588235292,87.75,170.11720588235292,2004-11-13 13:00:00
13/11/2004,14.00.00,3.3,0.0,12.1,684.3199999999999,133.0,21.5,43.1,1.0919,0.0,100,3.2,476.5,1003.9,17.7,33.0,0.0,157.85999999999999,151.65933823529411,69.375,157.85999999999999,2004-11-13 14:00:00
13/11/2004,15.00.00,2.1,0.0,9.2,507.59999999999997,118.0,21.5,43.4,1.0965,0.0,100,4.0,289.7,1003.2,17.1,21.0,0.0,142.16,133.02535787321062,61.02272727272727,142.16,2004-11-13 15:00:00
13/11/2004,16.00.00,2.3,0.0,10.6,691.8399999999999,133.0,20.8,45.5,1.1054,0.0,100,6.1,82.3,1002.6,16.2,23.0,0.0,152.96,152.3366911764706,69.375,152.96,2004-11-13 16:00:00
13/11/2004,17.00.00,2.1,0.0,9.0,597.8399999999999,128.0,19.2,49.6,1.0893,0.0,100,8.4,0.0,1001.9,15.4,21.0,0.0,140.2,142.06781186094068,66.5909090909091,142.06781186094068,2004-11-13 17:00:00
13/11/2004,18.00.00,1.9,0.0,7.5,458.71999999999997,116.0,18.3,51.6,1.0732,0.0,100,8.5,0.0,1001.2,15.0,19.0,0.0,125.5,128.12736196319017,59.90909090909091,128.12736196319017,2004-11-13 18:00:00
13/11/2004,19.00.00,1.9,0.0,8.0,439.91999999999996,118.0,17.7,51.5,1.0357,0.0,100,9.6,0.0,1000.5,14.6,19.0,0.0,130.4,126.24351738241307,61.02272727272727,130.4,2004-11-13 19:00:00
13/11/2004,20.00.00,2.3,0.0,9.1,556.48,142.0,17.2,51.5,1.0015,0.0,100,11.8,0.0,999.8,14.5,23.0,0.0,141.18,137.92335378323108,74.38636363636363,141.18,2004-11-13 20:00:00
13/11/2004,21.00.00,1.7,0.0,4.7,385.4,113.0,15.9,54.9,0.9853,0.0,99,13.0,0.0,999.0,14.2,17.0,0.0,95.1,120.7803680981595,58.23863636363636,120.7803680981595,2004-11-13 21:00:00
13/11/2004,22.00.00,0.8,0.0,1.8,178.6,59.0,14.0,55.2,0.8807,0.2,100,10.8,0.0,998.0,14.0,8.0,0.0,45.0,94.76590909090908,29.5,94.76590909090908,2004-11-13 22:00:00
13/11/2004,23.00.00,0.8,0.0,2.1,174.84,52.0,13.3,53.0,0.8044,0.7,100,11.2,0.0,996.9,13.9,8.0,0.0,52.63333333333333,92.67227272727273,26.0,92.67227272727273,2004-11-13 23:00:00
14/11/2004,00.00.00,0.8,0.0,1.8,188.0,57.0,11.9,55.5,0.7711,1.3,100,18.9,0.0,996.5,13.7,8.0,0.0,45.0,100.0,28.5,100.0,2004-11-14 00:00:00
14/11/2004,01.00.00,0.8,0.0,1.8,188.0,58.0,11.4,54.6,0.7363,1.5,100,25.9,0.0,995.7,13.3,8.0,0.0,45.0,100.0,29.0,100.0,2004-11-14 01:00:00
